AiDepthScaling;AiMaxDepth;AiMinDepth;DistanceToFoodReward;CrashCost;FoodReward;MoveCost;Score
8,4;4;1;-92;214;46;-99;0
1,4;1;2;-64;921;99;8;0
2,2;9;0;97;354;-7;85;0
6,8;7;1;-11;614;63;98;0
0,4;0;4;71;950;-29;34;0
0,1;0;3;-78;905;55;-44;0
9,8;6;0;-31;243;85;-30;0
4,5;8;2;47;551;-74;71;0
7,9;4;3;60;880;30;72;0
7,5;5;0;-79;832;30;77;0
0,8;5;3;84;922;-30;81;0
4,4;4;3;9;991;-23;-35;0
7,8;1;2;-85;935;86;-41;0
6,4;8;2;9;387;11;-90;0
4,3;1;0;59;675;41;58;120
0,6;3;4;78;959;-11;21;0
9,2;4;2;92;259;58;84;0
5,9;4;4;83;524;39;-43;0
0,1;2;4;-68;833;53;63;0
0;3;4;35;673;-70;39;0
3,8;9;2;32;704;78;-7;0
8,4;4;2;-6;645;48;-25;0
4,7;3;3;-8;436;-29;-23;0
5,3;3;4;12;-3;68;-8;0
4,6;2;4;-22;824;87;-23;0
1,9;1;2;94;931;76;63;120
0,2;8;4;-59;380;-66;88;0
1,7;6;2;63;924;8;70;0
2,6;6;1;1;985;-38;59;0
8,4;9;3;12;114;90;-8;0
9,5;1;1;81;266;85;-63;120
9,1;2;0;27;441;-86;-2;0
6;0;4;-66;798;-76;1;0
7,3;7;0;91;513;22;-77;0
2,7;3;0;95;97;-23;-44;0
5,4;3;1;-79;218;-71;90;0
5,1;1;4;-88;32;-96;-18;0
9,7;9;2;-68;998;-4;57;0
3,9;9;2;93;471;84;-24;0
5,9;4;0;20;597;8;-83;0
5,6;8;4;2;86;40;-27;140
8,3;5;1;-57;891;-48;-27;0
2,6;5;2;34;148;-79;33;0
7;6;4;67;392;-2;-64;0
8,7;5;0;63;-47;96;23;10
9,4;1;0;81;474;90;6;120
4,3;7;2;47;352;13;43;10
1,3;4;1;44;610;43;-8;10
1,5;3;2;-85;205;86;-41;0
1,7;4;2;47;59;14;97;10
7,3;2;4;-93;420;-99;-59;0
4,2;1;1;4;474;-52;-66;0
8,6;2;0;7;535;-97;96;0
0,1;3;3;63;109;-19;37;0
4,7;2;2;2;-95;65;81;110
8,3;2;1;-64;175;19;-99;0
1,8;7;0;-58;-15;-60;6;0
9,1;2;3;-34;257;25;34;0
7,7;5;2;-21;639;-68;-58;0
3,6;1;4;15;461;-94;62;0
5,1;8;3;32;983;99;-39;0
3,9;5;4;7;-33;-4;96;0
9;1;1;-70;688;40;-81;0
6,5;7;3;1;1;16;-69;140
5,9;5;0;-47;631;-99;-89;0
8,9;1;1;-98;793;-97;90;0
9,5;9;2;13;787;91;-60;0
9,1;4;3;-91;816;4;-3;0
7,6;6;4;56;-13;-20;79;0
7,4;1;3;-27;749;47;30;0
3,4;6;1;-94;550;-24;86;0
1,2;4;2;-84;864;-21;58;0
8,5;0;4;-93;420;-99;-59;0
7;6;3;67;888;-59;-64;0
8,2;2;1;20;-17;49;92;110
1,8;7;3;85;484;-44;51;0
3,7;2;3;-34;243;23;-87;0
0,7;7;2;74;382;26;-8;10
4,8;2;3;80;807;10;-86;0
2,4;0;2;16;509;-24;-66;0
2,8;6;4;17;454;34;0;0
5,7;9;3;-75;-60;70;49;0
3,3;2;0;-69;137;-71;57;0
3,8;0;0;49;644;77;82;0
5,2;5;3;53;862;54;71;0
6,7;3;4;52;332;-68;38;0
2,3;0;2;12;167;-11;31;0
2,1;2;2;81;683;98;-87;120
7,3;1;0;-64;364;94;-85;0
3,2;2;2;93;192;76;-24;120
9,1;5;4;59;989;-17;8;0
2,8;3;1;85;239;24;-26;0
1,6;5;4;-32;230;-8;49;0
7,7;5;1;70;261;-92;-99;0
7,1;9;3;-74;669;44;-59;0
7,3;9;2;84;117;-62;4;0
0,9;3;1;-4;178;-100;-93;0
9,6;3;4;16;503;-95;54;0
7,1;6;0;-6;252;29;76;0
4;8;4;4;86;36;-20;380
8,6;3;4;-87;130;83;-27;0
1,3;7;3;-70;261;-10;59;0
6,1;4;4;-8;720;95;-93;0
6,1;2;2;-25;972;4;1;0
6,9;6;3;13;686;-83;4;0
8,8;8;1;-45;635;-11;23;0
9,9;0;4;7;249;-97;96;0
0,1;8;3;-96;256;-22;-5;0
8,1;4;2;53;984;-23;-23;0
6,5;6;3;-46;245;-77;96;0
2,4;0;1;16;754;39;43;120
5,2;5;4;-93;267;-66;84;0
0,9;9;3;-6;888;-83;-7;0
7,3;5;1;-43;218;62;77;0
6;0;0;-14;415;-40;88;0
3,5;0;3;-76;991;66;59;0
8,2;8;2;80;193;96;34;0
8,5;1;2;-54;187;-54;60;0
4,9;1;2;27;102;28;65;120
2,6;9;2;4;204;73;41;110
8,3;1;3;13;-29;5;15;0
5,6;9;4;47;497;-27;24;0
0;6;1;80;444;40;31;120
4,3;2;3;-16;461;-95;-83;0
1;1;3;43;367;-85;-35;0
7,5;0;3;80;169;9;34;0
6,9;0;2;16;735;80;-21;120
3,9;9;2;-37;550;-24;86;0
4,2;1;4;-5;783;-31;-26;0
0,2;5;2;55;387;48;-4;90
4;3;4;-53;353;-55;31;0
1,1;3;2;-15;380;48;74;0
0,1;3;0;63;866;-19;37;0
2,3;1;2;-10;278;27;51;0
7,2;9;1;42;509;-67;91;0
5,8;3;4;47;927;99;22;0
0,1;2;1;98;-14;94;-68;130
6,6;2;1;68;506;31;-22;120
1,5;0;1;-3;162;53;-89;0
5,5;1;3;-3;93;21;-89;0
0,7;1;1;39;866;-56;-94;0
9,1;8;1;62;349;-40;76;0
8,5;8;2;90;-59;84;51;10
6;4;0;11;724;-59;33;0
9,1;8;4;59;714;-21;8;0
4,7;6;4;58;381;96;38;0
4,1;3;1;96;102;53;-57;0
3,2;2;3;75;530;-22;-48;0
2,1;0;3;89;297;90;-66;0
2,7;9;4;51;54;66;23;0
7,8;2;0;44;159;17;-28;10
3;5;2;-53;495;-9;-19;0
4,5;3;0;23;655;-11;16;0
5,9;5;3;79;408;-35;92;0
9,5;9;0;98;-52;-70;83;0
1,7;9;3;-8;329;47;58;0
8,9;1;1;-59;404;47;-95;0
2,1;5;2;-9;61;-63;76;0
8,7;0;3;-55;575;-84;-41;0
3,5;1;1;54;747;11;87;0
8,6;3;1;32;209;16;50;0
2,3;5;1;-15;743;-59;15;0
9,7;0;2;24;640;85;-17;120
5,5;9;0;-60;348;28;-68;0
9,1;8;2;28;858;93;41;0
0;5;1;-52;852;94;39;0
9,1;0;3;2;944;-35;-100;0
5,4;9;3;35;-44;-98;-29;0
3,5;0;2;24;572;9;53;10
9,1;0;2;18;848;10;21;120
1,9;1;4;50;247;62;-20;0
1,4;1;2;-15;53;42;-39;0
8,3;6;2;16;635;-43;-12;0
5,6;2;4;13;677;-16;1;0
5,1;4;0;-38;-28;58;7;0
3,7;2;0;-42;983;-23;-45;0
1,7;5;3;37;395;19;-40;0
9,7;5;4;-73;203;34;-51;0
5,6;4;1;10;509;-67;91;0
4,7;0;2;-69;491;55;19;0
4,2;1;4;-5;936;-31;-26;0
1,1;3;2;-29;981;-96;-5;0
7,9;7;4;20;527;-90;-20;0
1,4;6;3;12;318;-86;-89;0
9,8;1;3;-13;218;68;-38;0
7,5;1;4;16;934;50;-40;0
7,9;1;4;-72;-17;97;-16;0
8,5;2;3;-81;911;-93;-12;0
2,4;1;3;16;96;-71;87;0
4;3;1;-39;624;75;-46;0
3,7;7;4;62;415;-69;-34;0
8,8;2;1;1;59;48;-4;120
9,2;2;0;-31;51;-73;23;0
8,8;0;4;1;237;-56;-19;0
9;5;4;-88;-29;51;9;0
6,6;1;2;-85;237;24;-37;0
1,4;2;4;35;52;54;-83;0
1,4;2;1;-56;212;8;31;0
3,2;5;0;-93;120;-74;17;0
8,4;1;1;18;594;64;-66;120
9,7;7;3;-74;667;-68;-44;0
3,2;4;0;49;816;48;-72;0
2,6;6;3;1;0;97;-57;220
2,6;6;2;1;832;-12;-41;0
0,2;9;0;1;238;87;-69;220
2,6;4;0;1;832;-26;-41;0
5,1;8;1;1;50;98;-5;220
6,5;7;4;1;117;87;85;10
2,6;8;3;1;484;-93;-57;0
2,6;8;0;1;73;38;-57;220
2,6;8;4;1;756;24;-37;220
2,6;8;2;1;306;45;-90;220
9,6;6;2;2;916;85;98;220
2,6;3;0;1;79;51;-26;220
8,8;2;3;1;698;48;-4;220
3,9;5;0;2;624;39;47;220
8,7;5;1;2;491;55;43;220
0,8;7;3;2;354;57;-2;220
9,6;7;3;2;916;85;73;220
2,6;3;3;4;204;73;-24;450
9,5;0;3;4;680;53;56;190
7,9;3;2;4;321;-94;-63;0
5,6;8;4;2;86;40;-27;220
6,5;7;3;1;1;16;96;10
6,8;1;2;87;767;67;15;190
6,8;2;2;87;414;99;91;190
2,6;2;0;16;503;-2;28;0
8,4;1;2;31;237;51;37;190
4,4;2;0;3;559;42;23;190
5,5;2;2;51;73;-13;28;0
9,5;2;2;81;191;65;-44;320
8,1;2;0;85;176;95;15;190
2,6;2;0;29;666;61;52;190
6;1;2;74;146;68;38;190
8,2;2;0;20;540;44;92;190
4;1;2;16;547;78;7;190
6,5;0;2;29;662;27;62;190
8,2;2;2;27;448;55;12;190
7,5;2;1;26;765;66;86;190
3,8;2;2;12;635;14;89;190
4,1;1;2;14;348;98;98;190
9,1;1;2;4;875;83;81;190
5,3;2;0;80;737;96;34;190
8;2;2;47;327;73;8;190
0,5;2;2;48;544;31;54;190
1,2;2;1;88;378;55;-67;320
1,6;2;1;76;918;61;49;190
9,4;1;2;47;468;76;71;190
7,5;2;0;26;648;-9;14;0
9,8;1;2;59;382;70;-21;320
4,3;1;0;59;675;41;58;320
1,9;1;2;94;931;-37;63;0
9,5;1;1;81;266;1;-63;0
9,4;1;0;81;474;90;6;320
2,1;2;2;81;503;98;-87;320
3,2;2;2;93;192;76;-24;320
2,4;0;1;16;509;39;43;320
4,9;1;2;27;102;-64;65;0
0;6;1;80;444;1;31;0
6,9;0;2;16;735;80;-6;320
6,6;2;1;68;506;-88;-22;0
9,7;0;2;24;640;-66;-17;0
9,1;0;2;18;848;-42;21;0
8,8;2;1;1;59;48;-4;220
8,4;1;1;18;-7;64;-66;60
2,8;1;2;56;45;-57;-53;0
2,8;1;2;32;767;-72;-25;0
7,6;2;2;93;439;-14;-84;0
7,6;1;2;93;439;14;-84;0
2,5;0;2;1;850;88;-46;220
1,6;2;2;50;675;77;-46;320
1,4;2;2;4;235;48;-69;320
7,4;1;2;44;798;18;-80;10
8,9;1;2;68;562;48;-64;320
7,4;1;2;17;125;59;-16;320
4,1;2;1;53;646;80;-98;320
9,2;2;2;19;894;-33;-23;0
8,1;2;0;85;697;84;-31;320
2,6;1;2;1;350;45;3;220
8,1;2;2;85;282;84;-31;320
8,8;2;1;1;278;48;-4;220
0,1;8;2;59;141;99;-29;200
0,1;3;1;63;124;-53;-22;0
9,1;4;0;2;672;2;-46;220
4,8;1;2;35;234;55;-50;320
7,8;1;2;2;862;83;67;220
6,5;2;0;29;406;76;-33;320
4;1;2;25;787;74;-64;320
0,1;3;0;63;645;50;-4;190
3,3;6;1;3;461;2;41;310
3,3;6;3;3;461;-41;41;0
4,7;2;2;2;-95;65;81;60
8,2;2;1;20;-17;49;50;60
2,6;9;2;4;204;73;41;60
0;6;1;2;61;53;-31;320
9,1;1;1;78;90;66;5;320
0;6;1;80;405;40;31;320
1,7;0;1;95;719;57;44;320
2,6;1;1;1;832;30;-41;320
4,6;1;1;19;122;74;-23;320
1,5;0;1;77;861;-95;91;0
9,5;1;0;81;781;53;-12;320
9,5;1;0;48;67;6;20;0
9,6;1;1;-32;667;97;-75;0
7,6;2;2;11;850;32;26;190
0,9;4;2;78;344;44;5;20
9,5;4;4;1;307;92;-5;220
4,7;4;0;21;950;2;97;0
7,9;9;4;93;192;76;-24;0
8;1;4;21;339;-30;-31;0
8,8;7;0;1;278;48;-4;220
2,7;6;0;-48;748;30;-84;0
8,3;2;3;-32;436;-99;-75;0
9,2;8;3;16;761;-79;94;0
2,6;8;3;1;73;38;-57;220
6,5;7;2;-67;141;83;31;0
0,9;4;3;1;123;-50;3;0
8,1;2;4;-90;232;36;-7;0
1,2;3;4;-8;485;90;6;0
2,6;6;4;4;356;73;41;190
2,1;8;2;81;-23;41;-87;0
7,4;1;1;17;723;-4;57;0
0,9;6;1;1;135;-2;-68;0
8,3;2;4;-45;109;-19;87;0
4,6;3;4;64;363;99;32;0
1,6;9;2;-48;310;-59;-84;0
2,4;0;1;-2;531;60;69;0
7,6;1;1;64;-24;50;-36;60
9,2;8;4;41;153;-100;-6;0
9,5;0;3;4;211;55;56;190
2,6;8;3;1;322;-63;20;0
8;2;2;47;724;68;-91;320
6,5;5;1;1;395;55;-84;220
1,4;3;0;14;474;-18;56;0
1,3;0;2;1;11;30;-41;220
3,9;8;3;2;624;39;47;220
3,9;8;1;80;532;-34;88;0
0,5;5;0;-57;90;-61;-29;0
9,8;2;2;47;513;54;71;190
2,4;7;3;26;936;-32;14;0
4,1;1;0;14;348;98;98;320
7;2;4;37;596;-70;14;0
4;2;4;-52;363;99;32;0
0,1;7;3;38;802;14;-3;0
8,8;7;3;1;56;-38;7;0
6,5;7;3;81;425;-25;-44;0
0;6;0;34;139;-65;36;0
9,4;5;3;24;103;10;-3;0
4,3;2;2;-4;-32;31;-60;0
2,6;9;4;4;425;72;41;280
2,8;7;4;-96;38;90;56;0
0;6;4;34;607;-65;36;0
1,6;9;1;-15;748;-22;57;0
2,9;9;0;-73;-36;52;-54;0
9,9;3;1;-43;504;-57;-69;0
3,2;2;3;31;990;-25;-31;0
9,7;9;4;-20;50;98;-28;0
7,5;2;4;0;282;-89;8;0
9,7;1;3;85;890;30;-1;0
3;1;1;25;934;73;56;320
1,4;6;4;14;109;-44;99;0
9,2;8;2;16;443;-26;94;0
5,5;5;1;88;405;55;-67;0
4,7;7;3;6;159;-88;56;0
1,6;9;2;-15;829;54;-7;0
7,1;0;0;49;603;-61;38;0
9,1;1;2;-48;625;19;-74;0
6,2;4;3;93;761;78;-24;0
7,6;8;0;99;-23;41;-15;0
7,9;5;1;93;361;-57;38;0
5,6;9;3;39;973;-82;-82;0
1,2;7;4;-36;370;45;-44;0
8,1;4;2;-71;662;3;34;0
0,9;4;1;78;-53;-81;-93;0
8,4;2;3;27;911;-100;63;0
2,8;9;2;68;-17;48;-64;0
0,4;2;1;-20;498;-2;28;0
4,6;3;3;-15;276;33;16;0
9,5;1;3;54;291;26;51;0
2,8;1;4;12;949;-34;-91;0
8,3;2;2;-45;996;84;-7;0
8,4;1;4;18;-7;64;-66;0
5,3;4;0;0;728;-79;94;0
6,7;2;2;-17;275;87;-49;0
4,5;8;1;1;-2;86;3;10
0,6;2;0;37;409;-60;69;0
9,1;0;4;18;848;-42;21;0
1,6;4;4;76;918;61;49;0
5,9;9;0;2;319;57;-2;350
9,8;9;2;21;950;2;97;0
9,5;9;0;81;-66;21;-10;10
4,6;3;2;-34;797;-44;-61;0
1,8;1;2;61;708;-73;-1;0
7,4;0;3;-20;50;98;-28;0
1,9;9;3;83;852;24;8;0
7;2;4;-20;933;40;-23;0
8,3;0;3;-11;79;-36;-29;0
7,6;9;1;-83;688;36;-7;0
8,6;2;2;54;398;14;65;0
2,6;7;2;-64;633;9;86;0
1,4;3;1;14;-16;18;-76;320
4,6;1;2;19;228;61;96;190
9,9;6;0;24;843;65;92;0
4,7;6;4;-22;188;76;-63;0
5,3;8;4;-67;766;-68;-80;0
4,9;4;1;41;153;-100;-6;0
3,7;1;2;3;771;46;23;190
4,6;8;3;-74;59;40;41;0
8,4;1;3;11;562;-85;47;0
2,6;8;0;-11;155;-36;-66;0
6;0;1;74;166;68;38;320
2,6;9;3;41;477;-60;-98;0
9,2;8;4;87;218;84;-32;0
3,2;2;4;56;65;98;15;0
7,6;9;0;93;439;-14;-84;0
9,1;1;1;80;-35;54;39;60
3,9;5;2;2;793;-10;47;0
0,3;3;2;-34;405;-35;-61;0
2,8;7;1;56;461;-16;92;0
6,3;1;0;99;798;18;-80;0
8,4;5;3;18;342;88;-27;0
8;6;1;45;373;66;-53;0
5,3;4;3;0;156;-79;94;0
9,3;4;2;-61;698;48;-84;0
9,5;1;4;48;507;6;20;0
2,6;1;2;1;614;24;-99;220
7,9;5;3;93;899;-57;38;0
1,6;6;2;-77;688;36;-18;0
0,6;7;2;-41;250;22;-27;0
9,5;0;0;-94;480;-13;2;0
8,2;1;1;72;58;-69;-23;0
4;1;1;13;522;74;-12;320
7,9;9;4;-83;988;68;4;0
9,5;1;0;81;738;-70;-96;0
2,1;4;3;-50;230;74;-28;0
0,5;8;1;4;879;-83;78;0
9,5;8;2;14;633;9;52;0
5,7;7;0;-48;-16;38;-57;0
3;0;3;87;888;32;48;0
0,2;7;4;3;482;24;23;190
8,6;7;1;-90;786;24;-99;0
3;6;3;1;799;-36;7;0
8,1;7;2;85;697;84;-31;0
2,7;8;0;65;-95;-85;80;0
6,8;1;1;-16;706;87;41;0
0,5;9;4;-99;298;30;-72;0
4,3;2;3;-50;957;64;9;0
8,4;3;1;27;327;73;72;0
4;4;1;13;9;-37;52;0
1,7;0;4;95;842;57;44;0
7,6;9;3;-83;759;36;-7;0
8,7;5;3;36;736;-66;-26;0
8,1;7;0;85;779;60;25;0
1,6;9;3;-48;310;-59;-84;0
6,8;4;3;63;934;73;47;0
5,3;2;4;63;838;20;-40;0
4,4;2;4;3;648;-46;23;0
1,5;7;0;-19;62;-98;79;0
2,9;6;1;-73;449;64;-34;0
1,6;4;1;76;-83;27;49;0
6,7;6;4;-17;275;87;-49;0
6,8;1;4;-16;905;57;41;0
0,5;3;2;25;198;13;72;30
7;2;1;37;380;45;-79;320
0,1;3;1;63;472;-53;-22;0
2;3;0;-44;287;44;5;0
1,5;8;0;18;936;88;-66;10
1,9;1;4;-98;253;-23;-10;0
7,3;2;0;-67;119;24;76;0
0,1;8;2;0;831;-31;-67;0
8,6;9;4;13;500;86;91;0
0,8;7;1;2;212;40;-2;220
9,7;1;4;67;-64;55;46;0
5,3;6;1;0;728;-79;94;0
1,7;9;0;-55;53;12;60;0
2,4;6;3;16;509;39;43;0
8,1;9;1;85;721;-58;-31;0
7,3;6;2;-67;614;-93;27;0
6;2;3;-97;540;-46;85;0
7,8;4;4;70;-28;65;-44;0
1,6;8;2;50;675;77;-46;10
6,8;8;2;-69;773;28;9;0
7,4;6;0;-41;927;-43;-15;0
6,1;6;2;54;303;47;-34;0
8,1;0;2;85;337;-39;-50;0
7,9;0;2;93;605;-51;35;0
9,6;6;0;51;734;-21;51;0
9,6;6;3;2;506;-12;-73;0
2,6;1;0;4;59;-83;-24;0
3;1;0;25;965;73;56;320
5,4;4;0;74;27;-91;-80;0
8,6;9;3;13;499;90;82;0
9,6;8;1;34;996;-94;-63;0
6,8;6;0;79;-14;50;28;0
1,6;0;0;86;723;-4;57;0
4,7;0;1;-22;188;76;-63;0
1,3;3;3;-55;42;49;-24;0
3;1;2;25;654;73;56;190
8,2;8;0;20;801;49;50;0
9,6;6;0;2;349;85;98;40
2,6;4;0;4;675;-64;88;0
8,2;4;0;-16;639;14;89;0
2,9;1;4;-42;434;9;8;0
7;9;3;17;501;-41;-26;0
2,5;2;4;56;708;52;8;0
1,9;9;3;83;941;63;87;0
3,8;8;1;12;191;-73;89;0
5,1;5;3;53;86;97;-8;0
4,7;2;3;-62;122;-26;-98;0
9,5;5;2;81;999;-27;-53;0
2,7;6;3;-48;769;-72;-84;0
5,4;1;4;-96;321;-30;10;0
2,3;7;4;-71;-89;-39;7;0
2,6;4;0;-11;338;51;80;0
5,3;2;3;68;306;89;72;0
4,6;8;2;-34;416;-28;-73;0
0,1;6;3;30;871;-70;-17;0
5,9;7;0;1;192;-1;87;0
7,6;4;0;-76;985;-57;-8;0
3,7;5;1;79;396;-76;-97;0
0,5;3;4;-57;121;5;9;0
4,9;6;3;54;398;14;65;0
3,2;8;0;31;-95;55;70;0
7,6;5;2;-3;487;14;-43;0
6,7;6;2;-17;570;-84;-58;0
2,8;4;2;56;640;-16;92;0
0,5;2;2;4;442;72;81;190
0;9;4;1;990;86;3;220
8,8;8;0;1;271;91;70;60
8;0;3;80;766;1;31;0
9,7;3;0;85;692;30;-1;0
2,3;8;2;1;845;0;73;0
1,2;3;3;-8;197;90;6;0
1,3;6;0;-54;723;-37;-69;0
7,9;5;1;93;361;-57;38;0
2,7;8;2;-2;711;20;-82;0
0,1;3;2;37;624;-47;-29;0
3,5;6;1;-8;479;31;6;0
4,8;4;0;-74;23;-44;3;0
3,4;1;1;-73;-30;61;-48;0
6,5;7;0;-81;448;54;5;0
9,5;8;1;34;131;30;-13;0
4;7;1;20;244;-34;88;0
3,4;6;1;-73;449;64;-34;0
8,6;9;2;-90;-12;24;-99;0
4,9;7;0;53;648;-9;14;0
3,1;8;0;14;322;-63;6;0
6;5;4;81;582;21;-10;0
2;3;0;-38;662;-82;-14;0
1,3;7;1;-54;125;26;-69;0
0,9;4;2;52;-59;20;96;0
1;8;2;91;607;-65;28;0
1,6;2;4;76;340;17;49;0
7,2;1;0;-39;855;-87;29;0
5,9;8;1;-54;776;-84;63;0
8,2;3;2;-72;503;-2;28;0
6,6;1;2;-68;259;86;62;0
7,1;9;1;57;426;4;59;0
2,3;5;0;50;996;2;-35;0
1,3;2;4;1;832;30;-41;220
2,6;2;1;16;-94;-86;28;0
7,4;1;4;-92;461;-74;-69;0
0,5;7;2;-83;630;-10;11;0
6,4;7;4;-86;287;23;-15;0
9,6;6;4;2;928;-21;86;0
5,9;9;2;-14;189;-64;-99;0
8,1;9;0;-19;59;-21;-99;0
9,5;9;1;81;-12;21;-10;0
9,3;4;4;-61;698;48;-84;0
8,9;1;2;-62;56;-38;5;0
7,2;3;3;-86;506;-88;31;0
6,3;4;3;-21;-63;-45;80;0
8,8;8;0;1;698;48;-4;220
7,9;6;1;23;865;-20;81;0
5,8;8;0;-79;677;-3;47;0
2;3;2;-16;820;-18;-79;0
2,4;7;3;26;936;-32;14;0
9;7;4;-75;869;45;-42;0
2,7;7;2;38;-30;-73;43;0
4,4;4;3;-58;735;91;-86;0
1,6;5;0;76;742;61;49;10
2;1;2;28;474;70;-62;320
7,2;9;4;-89;274;31;86;0
7,4;1;0;44;799;75;-80;320
5,3;0;3;33;280;-84;85;0
5,1;1;0;1;294;98;-5;320
0,3;8;3;24;820;-18;49;0
2;7;1;-90;279;76;9;0
5,5;7;3;68;69;58;13;0
1,9;2;0;64;16;91;42;60
2,2;5;2;-91;832;-12;17;0
8,1;4;3;85;316;-58;-31;0
4,5;1;1;-64;977;-79;-76;0
0,1;3;2;63;913;66;-22;200
2,9;1;2;82;606;30;14;0
5,2;0;3;10;522;74;-50;0
9,6;0;2;2;235;-21;86;0
7,3;5;1;-97;218;-26;-60;0
4;1;3;13;522;74;-12;0
8,1;0;3;-6;849;-85;-90;0
2;3;4;-16;525;14;-89;0
5,3;5;4;68;6;-5;-78;0
3;1;1;-55;960;51;56;0
2,6;8;0;1;673;24;-81;220
1,8;3;1;-46;820;91;42;0
0,9;6;4;28;806;-95;3;0
0,6;9;2;44;644;10;-22;0
9,5;8;4;14;633;9;52;0
4,8;1;3;54;352;31;-74;0
6,1;5;1;-86;509;5;95;0
7,4;9;2;68;-100;93;72;0
7,8;4;2;-94;154;-57;65;0
9,2;7;0;16;303;-87;62;0
9,5;7;2;34;149;-8;-13;0
1,5;8;2;5;896;-91;-80;0
2,8;1;4;32;850;54;-25;0
7,4;8;3;60;231;-77;76;0
4,2;4;3;16;725;-94;-26;0
4,9;2;2;-54;211;55;56;0
4;2;3;20;213;-14;-19;0
7,6;2;4;-86;162;79;-64;0
7,4;3;1;73;772;-1;-43;0
1,7;5;1;63;405;-70;-38;0
9,6;7;2;33;832;-2;-38;0
6;0;3;74;-38;15;59;0
7,6;9;0;-83;759;36;-7;0
8,8;2;1;1;124;51;-4;220
2,9;2;4;58;260;71;-70;0
1,9;6;2;59;167;91;-86;10
2,7;2;1;1;1;16;96;60
5,9;1;0;48;560;35;81;320
0,5;7;1;46;699;54;73;30
8,3;7;2;21;350;74;-91;0
4,4;1;2;3;812;-54;-82;0
6,1;1;0;1;79;51;-26;320
9,7;3;3;67;-64;55;46;0
0,9;4;2;52;305;-20;96;0
8,1;4;2;-90;90;66;-7;0
4,5;1;0;51;102;57;-39;320
2,7;9;3;-7;932;98;79;0
4;7;4;13;190;9;-71;0
0,1;8;2;88;378;55;-67;200
9,5;2;0;34;304;40;-16;320
9,6;6;4;47;59;-26;45;0
2,1;2;3;-56;123;12;16;0
3,2;3;2;7;596;-51;-27;0
3,7;6;0;3;-67;-26;23;0
3;5;4;95;938;39;43;0
2,6;4;4;-9;564;-90;-82;0
0,6;2;4;86;712;77;31;0
4,6;5;2;83;259;86;-27;0
9,2;0;4;41;381;-100;-6;0
5,8;2;0;58;-12;29;47;20
4,7;1;2;81;336;-35;35;0
1,2;7;4;38;13;88;-2;0
3,9;8;3;-58;502;-72;-77;0
5,6;1;0;6;837;-26;91;0
1,4;6;0;5;225;31;95;10
8,9;1;1;-18;489;33;-20;0
7,5;5;3;5;106;81;-21;0
4,8;9;4;-24;697;26;-41;0
8,1;9;0;39;123;12;16;0
0,6;3;1;72;897;41;-50;30
7,1;7;4;91;71;-56;38;0
7,6;2;2;11;-2;-86;80;0
1,4;4;1;31;742;-2;17;0
0,8;7;1;5;596;88;97;30
0,2;7;4;-82;796;87;-83;0
4,9;1;1;-55;84;35;-8;0
5,3;6;0;8;480;-73;53;0
8,1;8;3;85;644;-50;19;0
2,6;1;4;1;889;-87;-99;0
4,4;5;3;80;596;-29;45;0
3,8;2;4;25;722;14;82;0
6;6;2;-5;343;-87;-67;0
0,9;1;1;46;736;18;86;0
7,4;2;1;-68;370;-61;-54;0
6,5;8;2;29;406;76;-33;0
3,8;9;0;-80;718;83;8;0
2;0;1;-16;323;85;-89;0
6,4;8;4;16;236;96;-90;0
4,6;8;2;-34;52;-20;-30;0
5,5;0;4;85;656;-32;19;0
4,9;4;3;38;698;47;-18;0
6;6;4;93;343;-76;22;0
8,9;6;4;68;505;-60;-64;0
5;0;2;81;-87;-21;-68;0
8,2;3;2;-72;608;-2;28;0
5,3;2;2;80;312;-45;34;0
4,9;9;0;-55;84;35;-8;0
4,1;9;3;-56;985;42;0;0
5;5;3;80;156;71;31;0
2,8;7;1;56;461;-16;92;0
7,1;4;3;-35;565;24;20;0
3;6;3;-30;134;-51;57;0
3,6;9;2;-57;259;86;62;0
3,1;8;3;25;286;-52;93;0
7,4;1;0;44;963;75;-80;320
8,3;7;4;21;400;74;-91;0
2,9;9;4;37;934;25;14;0
2,6;2;3;97;447;94;-20;0
0,2;7;3;3;618;24;23;190
7,4;9;1;-8;59;-96;-93;0
7,7;7;2;-67;764;-40;31;0
9,7;0;2;58;774;-75;-36;0
2,6;2;2;1;441;93;18;240
1,1;0;1;-54;906;-88;46;0
6,8;6;3;87;767;67;15;0
7,2;5;4;5;-6;-43;-99;0
4,9;1;3;-37;502;13;70;0
4,3;7;1;51;675;28;-67;0
9,6;8;3;26;559;42;23;0
9,5;1;4;-54;611;51;-44;0
8,4;1;2;18;140;-65;-71;0
8,9;8;3;-42;742;-62;44;0
6,8;0;4;-50;649;73;56;0
2,8;8;1;71;-15;26;-39;0
1,6;4;2;-24;453;73;-88;0
9,5;2;4;-8;230;-21;-12;0
0,8;2;0;-24;869;82;-41;0
2,8;7;1;27;944;-81;-93;0
8,3;5;3;12;903;-26;35;0
2,7;1;2;17;433;-47;65;0
4,2;5;2;-34;521;18;-34;0
8,1;9;2;-6;446;6;-90;0
4,9;4;3;38;189;6;-18;0
3,1;9;1;-69;-87;-29;-44;0
9,7;0;4;2;-73;-22;-2;0
1,7;0;0;98;812;48;-11;0
